gcc -fopenmp -c src/main.c
gcc -fopenmp -c src/parallel_tasks.c
gcc -fopenmp -c src/utilities.c
gcc -fopenmp -lm -g -o schooling main.o parallel_tasks.o utilities.o
rm -f *.o
Fish #	x	y	w
85359	74.39	-29.69	72.36
85360	99.55	81.41	65.01
85361	-28.48	0.25	70.86
85362	78.06	-90.48	69.93
85363	-63.53	-5.91	73.44
85364	17.61	90.67	67.91
85365	59.99	88.17	73.25
85366	12.18	-79.38	72.35
85367	83.16	32.42	73.47
85368	0.60	75.85	69.80
85369	21.72	94.01	72.82
85370	27.27	-77.90	69.93
85371	62.14	54.87	71.39
85372	-45.42	-69.27	72.65
85373	-7.68	73.62	68.56
85374	29.03	-32.49	70.89
85375	-56.47	28.78	71.07
85376	-50.51	15.94	73.23
85377	-70.46	-72.31	75.53
85378	24.45	-33.67	70.64
85379	22.73	-58.15	72.28
85380	-44.06	-16.91	73.08
85381	-69.28	69.55	70.96
85382	3.53	-87.49	74.25
85383	1.07	-96.42	74.12
85384	89.71	-77.70	69.94
85385	97.62	16.83	71.46
85386	-54.54	61.12	68.90
85387	-28.94	-0.32	71.47
85388	90.90	63.12	70.81
85389	-28.00	20.80	71.52
85390	-68.58	16.38	76.12
85391	-51.84	-19.49	71.08
85392	-69.08	-22.29	67.98
85393	7.00	55.97	73.59
85394	43.23	-70.27	75.32
85395	97.83	99.57	70.12
85396	13.02	-70.85	70.99
85397	68.72	-83.85	70.78
85398	-56.34	-30.01	72.66
85399	-81.47	-68.64	71.52
85400	-7.90	-83.05	70.20
85401	48.60	37.36	72.01
85402	77.07	-78.95	72.87
85403	-63.17	68.57	69.35
85404	83.57	9.03	74.24
85405	-11.83	-84.80	74.16
85406	-74.19	36.93	70.60
85407	-5.09	-44.07	72.97
85408	-84.36	-98.49	68.90
85409	-88.10	58.28	70.30
85410	-68.76	-90.47	74.55
85411	58.65	43.86	74.34
85412	-61.32	26.17	73.95
85413	59.01	-18.06	70.44
85414	97.56	77.14	68.53
85415	12.30	-11.34	71.83
85416	94.89	-37.90	73.09
85417	-73.99	71.76	73.32
85418	-18.45	-36.76	69.71
85419	39.34	-33.87	73.05
85420	72.28	-71.89	71.76
85421	-20.48	97.69	70.58
85422	63.64	75.43	77.06
85423	-46.98	81.28	70.79
85424	77.54	-34.28	69.79
85425	39.36	-91.42	73.27
85426	-24.55	-1.60	73.26
85427	52.84	13.93	73.45
85428	-74.03	10.86	72.85
85429	95.07	-78.07	71.49
85430	-11.60	7.98	73.09
85431	11.79	-16.11	71.02
85432	69.48	38.00	71.99
85433	-44.55	-48.77	75.26
85434	-99.35	94.19	66.40
85435	16.16	75.33	74.13
85436	-77.70	96.08	71.36
85437	72.01	86.34	71.43
85438	71.51	-74.57	70.22
85439	67.02	48.25	70.08
85440	-8.45	5.97	68.93
85441	57.24	67.80	71.20
85442	-94.62	10.68	75.85
85443	-18.06	-70.65	70.54
85444	-78.26	-22.59	73.96
85445	-47.72	10.74	69.15
85446	84.99	64.87	71.74
85447	94.03	53.07	71.66
85448	3.87	-50.52	70.77
85449	-95.90	5.32	73.45
85450	-56.73	20.46	69.99
85451	-19.36	-35.23	72.71
85452	15.94	-47.74	73.97
85453	-48.90	-12.34	73.87
85454	-21.11	-81.48	72.76
85455	-63.89	71.44	75.53
85456	24.89	93.55	70.07
85457	40.05	29.27	74.06
85458	2.03	-79.42	70.91
85459	59.21	24.37	75.40
85460	-3.40	-87.31	72.12
85461	-64.89	-18.22	72.87
85462	77.17	-70.07	71.33
85463	-64.95	-19.56	71.83
85464	-20.99	-59.85	75.51
85465	86.76	22.49	70.25
85466	61.21	-34.00	74.34
85467	87.85	-23.45	71.88
85468	19.46	-60.25	69.80
85469	64.21	98.35	78.13
85470	-41.93	100.52	72.35
85471	69.59	83.36	70.45
85472	92.87	8.04	73.35
85473	14.02	-4.09	71.49
85474	28.82	-27.16	70.88
85475	-79.52	-74.38	68.46
85476	-13.07	-43.82	71.86
85477	6.80	-36.50	73.77
85478	-13.48	43.25	74.87
85479	45.74	64.53	73.74
85480	83.01	32.49	71.66
85481	-13.18	42.42	70.02
85482	98.10	-24.73	76.06
85483	-79.23	17.56	71.43
85484	15.02	83.58	74.09
85485	16.31	74.09	73.33
85486	84.51	-15.10	72.67
85487	57.45	77.18	70.68
85488	92.94	-29.33	69.04
85489	-26.32	21.16	72.60
85490	43.91	-7.44	75.01
85491	45.78	-69.76	71.51
85492	49.14	-47.82	71.94
85493	-5.06	-64.94	76.26
85494	94.64	-61.32	70.48
85495	98.79	78.04	71.20
85496	71.97	-14.00	74.01
85497	20.26	69.86	72.14
85498	61.87	40.83	72.64
85499	-13.18	-23.51	68.65
85500	25.41	-97.87	71.71
85501	-49.62	10.52	76.62
85502	-12.97	-92.58	73.45
85503	-11.70	-21.64	72.33
85504	-22.31	60.78	71.28
85505	-100.28	-76.40	73.30
85506	-44.86	46.10	68.30
85507	-46.55	-97.32	70.16
85508	99.68	47.19	71.61
85509	-62.06	93.12	73.68
85510	86.86	-61.47	66.37
85511	70.96	57.43	72.93
85512	24.73	-8.58	71.73
85513	26.70	-13.00	71.02
85514	-67.35	-85.88	70.15
85515	62.69	58.46	70.06
85516	-84.16	-85.53	75.10
85517	-30.62	1.87	75.05
85518	-78.31	56.28	69.69
85519	81.23	1.38	77.26
85520	17.66	82.15	70.54
85521	22.59	72.60	74.68
85522	27.66	76.23	71.84
85523	75.09	25.74	72.35
85524	23.82	-85.17	67.27
85525	20.65	10.28	70.11
85526	-48.44	-7.99	73.56
85527	-30.89	75.69	72.30
85528	81.63	96.41	68.78
85529	-36.70	-84.32	69.52
85530	-89.67	-73.62	72.55
85531	73.95	-73.83	70.31
85532	-58.75	-56.07	68.45
85533	26.84	-36.86	69.90
85534	-99.40	9.67	73.37
85535	64.12	18.86	72.87
85536	-9.17	-13.49	69.03
85537	-9.53	-80.72	72.87
85538	-36.45	-33.45	68.98
85539	45.02	86.97	72.28
85540	-19.22	-35.73	75.15
85541	-1.55	32.55	70.50
85542	55.29	66.76	70.56
85543	6.84	37.72	73.19
85544	62.77	70.13	70.90
85545	53.20	71.30	72.15
85546	96.32	27.15	73.71
85547	97.87	-62.43	73.97
85548	71.27	25.71	68.72
85549	0.51	72.68	71.34
85550	-64.02	-36.97	73.60
85551	-11.06	25.21	75.46
85552	52.55	79.61	71.46
85553	44.89	-84.91	71.55
85554	-53.84	-9.09	73.65
85555	-96.94	26.35	69.16
85556	56.38	-0.49	71.98
85557	-40.31	11.67	73.21
85558	-32.92	65.93	73.71
85559	-49.81	-70.35	75.12
85560	36.47	-97.81	73.30
85561	-98.25	33.58	70.78
85562	30.54	-100.18	73.81
85563	69.75	0.61	73.34
85564	25.14	-28.34	71.24
85565	-25.71	62.72	72.34
85566	34.70	62.63	72.79
85567	-11.47	-13.75	71.29
85568	42.43	-66.18	70.68
85569	-0.06	88.20	70.81
85570	25.32	4.20	72.78
85571	15.34	-19.90	69.52
85572	-95.08	74.03	72.51
85573	91.77	-27.60	71.73
85574	40.57	-59.25	73.12
85575	1.65	-22.77	72.80
85576	-56.06	3.80	76.35
85577	-90.58	74.08	75.82
85578	3.83	81.17	74.20
85579	-24.51	-71.24	74.15
85580	-47.77	46.58	74.68
85581	90.88	87.73	68.51
85582	9.80	-21.19	70.68
85583	-26.62	-47.56	75.15
85584	13.42	74.72	71.24
85585	-59.96	-61.46	74.34
85586	-21.68	56.18	72.23
85587	19.05	-16.96	72.57
85588	29.41	10.01	73.98
85589	53.83	-30.62	73.12
85590	50.96	-44.12	69.08
85591	46.81	95.10	71.69
85592	59.68	57.22	72.82
85593	69.58	-36.69	71.97
85594	37.99	-55.53	71.23
85595	-5.73	89.43	71.75
85596	90.85	-15.45	72.70
85597	76.76	0.65	71.12
85598	65.36	-50.06	73.67
85599	52.69	-20.62	71.37
85600	-74.94	92.72	70.94
85601	16.73	3.98	72.42
85602	47.90	-64.23	72.39
85603	86.82	-23.29	72.37
85604	47.18	40.85	68.85
85605	46.69	-2.45	74.82
85606	96.73	-6.10	74.38
85607	-7.95	56.82	76.13
85608	-48.88	-37.37	71.51
85609	-81.27	89.72	71.95
85610	5.30	13.00	74.15
85611	79.15	-4.05	72.90
85612	98.35	54.91	71.70
85613	96.20	63.51	72.37
85614	-94.55	49.09	72.58
85615	-56.51	-69.29	73.36
85616	41.41	60.82	75.99
85617	33.89	-10.69	73.61
85618	96.39	19.51	72.04
85619	67.22	43.97	66.89
85620	-40.04	14.12	72.69
85621	-58.88	-42.31	71.90
85622	-91.58	33.17	72.92
85623	-86.89	-41.66	68.62
85624	95.20	-68.56	71.16
85625	-51.74	-0.10	73.35
85626	45.64	-72.19	72.13
85627	95.84	43.79	70.12
85628	83.12	93.44	73.06
85629	7.90	89.16	72.52
85630	41.53	51.20	65.05
85631	-80.93	-17.66	72.68
85632	12.61	53.56	73.73
85633	72.25	8.00	75.94
85634	-26.74	38.47	71.79
85635	-48.63	32.82	77.28
85636	-47.41	-7.71	72.72
85637	91.51	-38.20	73.10
85638	-74.54	-96.78	74.49
85639	20.34	-79.95	72.38
85640	-63.94	67.20	68.80
85641	20.55	80.89	74.24
85642	95.61	15.59	72.76
85643	25.28	77.33	75.19
85644	7.63	-65.61	70.47
85645	66.29	-49.64	73.52
85646	85.78	86.36	72.25
85647	32.49	-3.80	72.48
85648	38.72	3.94	72.17
85649	-93.60	-88.42	71.15
85650	-56.19	-43.23	70.82
85651	45.00	-3.60	72.51
85652	49.26	35.12	71.32
85653	57.80	76.12	70.04
85654	39.34	-20.85	72.39
85655	96.17	74.00	73.65
85656	-53.65	17.52	71.47
85657	56.09	-58.24	70.99
85658	-66.89	-19.43	72.25
85659	-79.11	41.94	73.64
85660	15.16	88.18	72.29
85661	90.30	0.34	74.09
85662	73.94	23.80	71.50
85663	98.14	13.66	74.35
85664	-72.46	-97.06	72.82
85665	25.24	-28.65	72.10
85666	-39.89	-30.56	71.30
85667	68.15	-88.63	69.80
85668	-93.84	27.15	71.26
85669	87.49	45.50	73.00
85670	-96.10	82.67	73.36
85671	18.29	-48.35	72.96
85672	-1.82	-25.82	71.40
85673	-7.39	31.10	70.56
85674	55.35	13.50	72.22
85675	-26.76	-28.09	72.17
85676	1.08	-36.26	68.85
85677	72.85	-24.59	72.44
85678	88.14	69.79	74.62
85679	89.67	-85.72	73.99
85680	73.32	15.51	74.47
85681	-13.17	-65.97	75.75
85682	84.95	-46.22	73.92
85683	-55.99	90.11	69.90
85684	79.33	-69.50	69.43
85685	35.80	83.83	75.13
85686	-85.83	-46.51	70.58
85687	-64.73	11.75	74.78
85688	29.47	28.08	71.06
85689	-55.55	-13.17	75.55
85690	-58.22	18.09	73.90
85691	57.94	44.66	73.75
85692	80.83	28.18	71.85
85693	-79.53	68.17	70.68
85694	-1.63	-91.06	75.50
85695	84.65	-28.31	72.93
85696	25.05	-29.12	73.51
85697	4.92	9.20	73.79
85698	24.85	48.53	71.31
85699	0.51	5.38	70.07
85700	76.83	-64.09	69.94
85701	-12.99	90.60	75.53
85702	-8.20	22.08	70.25
85703	3.75	-79.32	70.31
85704	-50.03	47.59	77.56
85705	6.70	-9.25	72.01
85706	-34.92	-35.36	69.22
85707	-63.79	-55.69	69.20
85708	93.62	-44.52	70.73
85709	-86.53	-8.01	71.36
85710	-34.78	97.52	70.99
85711	62.88	89.67	74.18
85712	-31.60	-34.19	71.86
85713	-0.93	93.05	73.92
85714	-85.07	99.98	69.09
85715	-1.57	94.56	73.70
85716	-63.71	84.84	72.00
85717	85.36	27.89	69.82
85718	7.33	-11.50	71.72
85719	47.97	57.10	71.75
85720	-63.30	-45.13	70.94
85721	-51.35	1.17	73.76
85722	19.91	-15.34	73.51
85723	44.68	13.13	76.40
85724	40.53	59.75	70.56
85725	-95.47	-94.05	71.71
85726	59.27	67.61	70.66
85727	94.42	-72.73	71.27
85728	-65.18	-6.51	73.03
85729	-80.08	-49.85	71.67
85730	-6.34	18.76	73.99
85731	-55.89	29.95	71.91
85732	3.60	-70.93	72.47
85733	-43.16	-88.07	73.49
85734	16.98	-93.39	72.50
85735	68.03	53.47	68.78
85736	-38.52	-82.73	74.16
85737	-47.35	82.19	70.38
85738	2.13	99.53	71.24
85739	-6.08	-58.54	76.18
85740	59.68	-0.75	69.83
85741	-54.59	17.75	70.36
85742	-33.54	-58.97	73.23
85743	44.23	0.88	75.91
85744	33.12	64.55	73.00
85745	50.63	-72.22	71.43
85746	-16.30	94.94	71.50
85747	57.53	87.51	69.63
85748	-76.18	-86.62	70.21
85749	99.83	41.19	68.93
85750	-78.82	67.06	73.11
85751	-4.33	-17.73	70.19
85752	85.53	47.91	71.50
85753	-37.94	-13.34	73.82
85754	48.44	57.38	71.05
85755	27.73	7.12	70.91
85756	-42.37	73.14	71.87
85757	-75.73	22.69	70.37
85758	-86.63	69.30	70.56
85759	-76.63	47.30	69.06
85760	35.45	75.80	73.14
85761	74.28	-81.25	70.65
85762	70.34	30.22	73.27
85763	-94.14	93.16	74.36
85764	45.39	-94.31	71.34
85765	35.55	66.78	73.10
85766	72.95	-69.18	68.83
85767	-51.76	58.09	69.64
85768	77.73	12.10	76.63
85769	-53.85	26.37	72.23
85770	-29.72	72.08	68.86
85771	-66.90	26.11	71.32
85772	47.42	-41.43	73.28
85773	-49.60	60.59	72.14
85774	-71.53	-25.63	72.07
85775	7.89	62.72	70.35
85776	-50.83	-17.63	72.49
85777	82.27	-80.69	73.33
85778	-86.22	88.12	74.57
85779	-86.13	60.57	71.53
85780	94.81	49.02	71.72
85781	25.55	69.77	73.17
85782	79.44	74.59	70.34
85783	27.25	56.97	73.64
85784	-13.32	73.80	72.52
85785	-16.25	56.96	75.14
85786	46.08	18.44	72.45
85787	-18.33	-5.51	71.12
85788	75.81	32.87	71.39
85789	-46.12	-95.92	74.61
85790	-93.16	61.17	74.90
85791	65.39	-42.79	69.53
85792	-56.07	48.46	74.82
85793	-23.88	-43.28	72.74
85794	37.58	-10.41	72.30
85795	-83.71	32.20	72.38
85796	-61.59	43.03	66.53
85797	0.36	-82.16	75.02
85798	18.82	-72.18	70.72
85799	76.42	-95.49	72.65
85800	-97.78	-39.84	71.84
85801	60.87	47.09	71.24
85802	77.80	-55.86	72.02
85803	-59.61	52.61	73.16
85804	76.61	-4.33	71.86
85805	57.89	81.45	68.84
85806	-44.16	23.08	70.96
85807	-62.33	-0.22	74.39
85808	-28.46	14.99	67.85
85809	56.49	-91.48	71.76
85810	-96.02	74.18	74.13
85811	41.12	-55.61	72.96
85812	16.61	-59.52	71.39
85813	-38.17	-64.36	70.30
85814	-31.50	-61.55	72.01
85815	-59.66	-29.68	74.64
85816	-1.59	-97.19	71.65
85817	-83.39	-24.39	73.03
85818	-55.45	-42.20	70.08
85819	-68.58	-77.84	77.04
85820	52.07	86.51	71.44
85821	-96.98	-92.49	70.70
85822	11.59	-58.52	67.28
85823	7.69	82.33	69.74
85824	57.07	-35.82	71.56
85825	92.05	62.65	71.89
85826	-61.44	32.37	70.74
85827	-92.36	54.98	72.53
85828	73.46	-30.93	69.95
85829	91.01	-57.84	73.15
85830	8.72	-69.45	73.83
85831	11.48	-94.08	76.16
85832	-66.84	27.09	73.90
85833	-16.87	-22.29	68.07
85834	84.69	12.95	71.28
85835	-0.53	36.76	75.39
85836	0.65	1.89	72.12
85837	45.68	-88.56	70.59
85838	43.77	-46.83	70.57
85839	93.17	2.64	73.23
85840	17.35	86.42	71.96
85841	-35.51	54.91	71.01
85842	17.99	-28.67	68.29
85843	10.88	-8.15	70.02
85844	41.00	1.30	76.18
85845	32.01	-51.88	71.83
85846	34.05	-55.12	73.86
85847	-45.56	65.61	71.62
85848	72.17	37.97	73.24
85849	-55.47	56.26	72.81
85850	-49.88	40.80	67.70
85851	-5.78	51.77	70.29
85852	-54.31	-60.90	74.72
85853	62.61	88.66	72.13
85854	-8.74	57.18	77.08
85855	-9.90	-91.59	75.49
85856	43.20	55.99	68.42
85857	64.92	-39.41	66.96
85858	-72.87	-25.00	72.99
85859	51.04	67.32	71.41
85860	77.10	-16.35	69.18
85861	-83.16	9.75	70.04
85862	29.33	-28.32	74.05
85863	-25.44	0.30	71.58
85864	-90.95	17.69	71.88
85865	-42.84	-40.24	68.54
85866	-40.11	52.58	69.71
85867	-89.67	4.78	74.98
85868	91.08	73.15	74.63
85869	-6.57	-19.26	72.69
85870	30.12	83.94	71.66
85871	-7.85	-28.28	68.16
85872	41.33	-43.93	73.42
85873	32.71	66.46	72.08
85874	29.08	-16.05	70.20
85875	34.58	4.78	71.34
85876	68.00	49.82	74.06
85877	-84.47	-2.87	73.18
85878	-77.90	-9.11	72.93
85879	97.43	-69.25	68.58
85880	-92.22	-45.21	69.50
85881	-10.29	-31.53	74.95
85882	-93.63	1.44	73.56
85883	73.65	97.65	72.34
85884	-26.01	-33.12	68.81
85885	-20.61	-95.69	72.41
85886	-48.98	70.74	74.67
85887	-23.56	90.95	72.68
85888	-74.38	-91.05	70.47
85889	57.00	56.49	69.42
85890	-6.70	-8.22	73.92
85891	-37.13	-37.10	69.82
85892	-56.20	-21.81	77.53
85893	58.83	-35.10	71.89
85894	69.68	56.06	69.75
85895	-4.75	78.86	76.53
85896	-89.15	84.56	73.88
85897	-53.07	-81.18	69.73
85898	-12.00	-77.82	72.86
85899	-83.92	60.19	70.07
85900	-11.54	-3.93	76.08
85901	65.30	39.28	73.44
85902	-33.19	-58.66	70.79
85903	30.22	-8.17	72.61
85904	-50.51	-13.18	68.67
85905	-52.68	43.19	77.42
85906	78.81	9.79	73.60
85907	-94.71	-78.39	75.47
85908	87.78	63.32	69.95
85909	-14.29	56.66	74.37
85910	21.17	82.15	69.22
85911	36.53	33.62	72.31
85912	68.11	81.66	72.58
85913	52.25	-46.29	69.39
85914	-94.96	67.12	70.35
85915	-85.90	-6.50	76.53
85916	-36.81	79.20	73.04
85917	-68.42	28.60	73.42
85918	-81.06	63.00	72.27
85919	-79.37	-30.57	72.58
85920	-50.38	-30.85	70.23
85921	-87.78	-72.57	68.24
85922	79.14	-83.09	71.97
85923	-50.56	67.32	70.55
85924	82.63	36.75	73.64
85925	23.78	4.00	72.01
85926	17.70	-40.29	74.60
85927	-63.77	-14.19	75.77
85928	-57.63	88.67	73.46
85929	40.12	-52.39	72.62
85930	55.60	52.82	71.06
85931	40.51	-81.81	70.79
85932	31.82	72.49	71.65
85933	48.39	51.97	69.23
85934	35.49	69.43	68.91
85935	-79.20	85.31	72.95
85936	-61.62	-65.98	71.08
85937	-87.06	-82.69	70.36
85938	-48.07	-38.22	70.09
85939	83.23	-65.64	73.96
85940	96.93	8.01	70.67
85941	39.16	14.84	69.51
85942	67.91	75.19	72.07
85943	-99.35	-89.12	68.85
85944	64.06	40.17	74.21
85945	-42.11	17.46	73.68
85946	-7.61	98.20	76.03
85947	36.05	-75.18	70.77
85948	70.69	-15.96	68.91
85949	75.18	5.78	75.03
85950	-47.13	95.78	71.08
85951	-9.70	-10.16	69.32
85952	-69.79	2.44	73.35
85953	6.96	-18.86	73.10
85954	64.43	-7.82	75.17
85955	15.50	61.36	76.72
85956	99.99	-45.34	74.72
85957	-23.41	66.70	74.32
85958	-70.95	-23.16	72.19
85959	76.98	91.71	67.81
85960	-81.99	-65.33	70.46
85961	9.97	8.81	65.99
85962	-69.32	-52.78	71.27
85963	35.02	-98.23	70.31
85964	30.86	9.20	68.76
85965	7.16	83.53	66.52
85966	6.39	98.85	74.84
85967	-24.83	37.59	72.83
85968	0.29	81.92	73.23
85969	-82.47	-35.88	72.41
85970	-25.09	34.03	71.48
85971	-74.12	-26.30	69.22
85972	88.50	2.87	71.33
85973	-59.40	-82.05	71.97
85974	80.32	-81.22	72.22
85975	-90.14	95.73	72.70
85976	-47.95	19.63	73.11
85977	6.34	-16.07	73.80
85978	67.05	-58.44	72.98
85979	-15.09	-1.69	69.85
85980	50.16	92.86	72.43
85981	-19.76	-42.25	73.92
85982	90.71	54.40	72.91
85983	94.74	-8.79	73.27
85984	37.73	-87.13	73.91
85985	55.93	-88.96	75.01
85986	48.11	81.21	71.65
85987	-15.07	37.01	70.93
85988	-16.92	27.53	72.31
85989	55.16	-37.20	72.64
85990	45.31	65.62	69.38
85991	-39.67	96.56	70.88
85992	-14.95	68.06	71.04
85993	-20.31	-47.30	73.81
85994	-92.18	65.00	72.77
85995	50.41	60.58	74.16
85996	58.06	-68.96	70.23
85997	-80.67	49.97	73.67
85998	86.45	-85.93	75.01
85999	-60.02	23.78	74.96
86000	-73.86	96.11	72.80
86001	34.01	74.65	74.73
86002	78.51	-78.66	72.80
86003	12.06	-38.01	71.91
86004	47.47	-33.39	76.49
86005	24.38	-8.42	69.79
86006	-68.17	86.31	71.96
86007	-11.46	18.28	70.43
86008	52.77	69.83	70.44
86009	71.18	61.40	72.38
86010	34.63	21.39	69.71
86011	22.58	-7.71	71.69
86012	53.03	41.31	69.34
86013	-58.93	39.28	73.60
86014	54.58	-18.55	75.35
86015	-37.55	81.93	75.45
86016	-21.45	97.67	73.40
86017	56.58	-43.54	71.19
86018	-82.59	-30.76	74.24
86019	18.45	65.88	74.64
86020	36.05	-58.56	70.01
86021	-43.34	68.88	68.28
86022	-71.65	45.00	70.63
86023	-12.24	81.72	73.36
86024	14.03	-41.46	73.89
86025	42.92	-52.13	69.03
86026	79.32	-34.90	73.30
86027	40.76	33.15	68.38
86028	-93.39	82.43	72.92
86029	-28.57	61.39	70.03
86030	-34.93	33.88	71.92
86031	42.72	43.43	70.34
86032	30.95	0.70	71.45
86033	-98.71	49.16	73.65
86034	70.34	17.34	72.12
86035	15.04	5.59	73.57
86036	60.37	71.70	70.02
86037	-24.33	89.12	70.49
86038	17.10	63.63	72.45
86039	70.64	-68.27	69.12
86040	-79.44	13.36	70.17
86041	-19.60	-99.31	74.63
86042	80.26	-79.44	75.36
86043	34.24	85.67	71.53
86044	-96.81	-92.93	73.62
86045	46.66	-31.14	71.72
86046	39.15	-9.82	72.82
86047	-85.91	-28.30	74.43
86048	90.08	-86.22	72.37
86049	-78.34	59.62	73.75
86050	31.32	36.31	70.89
86051	-33.79	-7.31	71.06
86052	7.41	40.88	70.30
86053	-19.39	-74.90	75.22
86054	3.50	-48.55	72.39
86055	-43.37	25.47	72.22
86056	66.41	36.03	71.26
86057	26.95	43.87	72.46
86058	58.19	-39.81	69.90
86059	30.13	60.98	72.37
86060	-34.15	-23.41	73.68
86061	-69.76	-94.79	72.93
86062	65.78	-57.67	69.23
86063	-23.69	55.26	70.35
86064	-43.70	-2.63	71.20
86065	15.48	87.22	72.96
86066	-67.52	81.29	68.79
86067	-20.89	40.88	69.33
86068	23.16	60.92	72.60
86069	64.99	-71.94	72.09
86070	-89.23	-78.58	71.58
86071	51.93	75.98	69.52
86072	58.05	-21.92	71.48
86073	20.05	14.44	73.10
86074	37.27	-50.02	70.55
86075	-23.58	-95.68	76.02
86076	26.38	6.65	73.90
86077	-90.67	-9.05	72.11
86078	48.98	-14.36	74.26
86079	-53.39	-94.12	68.86
86080	81.81	63.29	71.82
86081	93.10	-84.71	73.68
86082	44.17	-28.19	74.17
86083	54.97	-32.27	71.81
86084	-67.27	20.16	75.60
86085	-5.20	-56.30	75.54
86086	40.78	-53.67	71.76
86087	-78.52	-1.97	74.71
86088	24.21	39.53	71.75
86089	-87.33	-36.33	74.14
86090	90.11	-11.72	72.49
86091	-32.60	17.29	77.09
86092	93.74	-23.68	71.86
86093	-90.76	43.12	72.04
86094	61.76	-44.35	73.88
86095	49.00	44.77	72.02
86096	-81.87	40.11	74.92
86097	60.45	61.51	66.88
86098	-87.68	15.62	73.06
86099	-70.36	-56.35	70.81
86100	-64.43	24.44	73.72
86101	-13.25	77.35	71.88
86102	70.37	7.23	71.95
86103	-25.62	-3.82	71.62
86104	-51.64	-11.96	72.37
86105	58.85	-60.53	67.89
86106	76.53	-72.95	72.12
86107	55.96	70.67	71.40
86108	3.17	64.39	72.08
86109	14.19	-33.87	71.94
86110	-79.36	-38.21	71.43
86111	-90.51	-61.63	69.22
86112	-96.90	70.34	73.22
86113	-99.72	-85.18	69.28
86114	-14.24	-69.48	74.60
86115	-40.73	21.34	73.60
86116	52.76	46.22	72.17
86117	-1.11	24.33	72.15
86118	-45.55	74.07	71.69
86119	-81.29	2.61	71.87
86120	-39.29	79.96	76.47
86121	42.09	-61.76	73.33
86122	-94.60	-2.36	71.55
86123	-89.69	8.37	71.84
86124	-37.56	23.89	71.33
86125	73.90	-15.52	71.55
86126	87.48	83.19	70.42
86127	21.45	90.38	70.88
86128	53.34	22.53	71.43
86129	-94.80	-60.90	74.92
86130	53.06	-35.73	71.88
86131	60.24	7.02	74.36
86132	-88.71	-42.07	72.84
86133	-69.25	-34.26	70.87
86134	-68.00	-49.94	70.75
86135	66.95	-5.29	73.44
86136	-71.38	8.44	73.53
86137	32.95	-63.78	69.48
86138	-92.92	42.46	71.66
86139	43.99	-30.48	73.58
86140	-33.65	16.90	72.96
86141	51.39	-46.56	68.14
86142	-0.11	-25.36	69.68
86143	-57.78	-47.57	70.34
86144	97.37	-51.98	74.15
86145	-8.67	50.03	72.16
86146	11.68	-48.63	74.72
86147	-42.75	22.57	72.86
86148	9.30	-10.40	73.81
86149	88.51	41.70	72.20
86150	39.86	55.06	67.82
86151	-64.99	69.88	70.90
86152	-37.11	67.36	74.32
86153	-95.70	-30.23	73.56
86154	10.42	48.69	71.66
86155	38.69	76.37	73.69
86156	-34.81	-8.52	74.29
86157	-71.80	64.88	76.67
86158	65.33	-29.18	70.94
86159	-81.69	63.30	69.72
86160	19.04	10.84	71.92
86161	13.73	-69.08	75.54
86162	62.01	71.38	74.76
86163	52.49	-28.68	74.17
86164	-38.42	40.99	72.85
86165	-87.58	-99.76	72.91
86166	-4.55	-52.77	70.63
86167	69.11	58.55	73.15
86168	-86.21	74.21	70.84
86169	-71.48	25.61	71.97
86170	22.30	66.41	70.79
86171	1.77	87.89	70.15
86172	-42.11	28.98	74.66
86173	53.16	-77.18	71.67
86174	-100.20	72.07	70.56
86175	85.92	18.83	74.64
86176	-18.69	-0.35	70.22
86177	47.75	-57.67	67.52
86178	-29.17	1.84	73.94
86179	13.24	31.00	71.95
86180	-58.37	26.66	70.21
86181	31.04	36.28	72.26
86182	75.89	-1.04	74.68
86183	-5.17	91.08	70.29
86184	-26.04	23.55	72.89
86185	15.69	97.46	70.09
86186	-9.64	-83.34	71.84
86187	84.35	47.65	71.65
86188	47.04	37.32	71.09
86189	72.07	45.84	69.21
86190	7.39	58.59	71.60
86191	-35.53	90.10	69.98
86192	-42.96	-86.18	72.06
86193	-66.97	28.27	71.21
86194	15.66	48.87	75.07
86195	-41.53	58.49	73.99
86196	-23.47	88.71	71.69
86197	-4.43	-48.37	72.61
86198	-10.53	90.60	70.98
86199	-56.69	63.23	68.77
86200	14.75	58.80	68.45
86201	60.70	-94.09	70.56
86202	75.07	45.05	70.95
86203	54.36	20.90	71.66
86204	-17.44	25.24	71.38
86205	-32.06	90.75	70.81
86206	-16.77	34.01	72.66
86207	81.65	42.47	69.99
86208	47.83	-85.72	73.59
86209	-29.67	-35.71	68.57
86210	62.15	27.20	74.25
86211	-78.02	-62.91	70.89
86212	16.92	17.35	72.93
86213	-11.89	-93.41	76.32
86214	8.76	31.83	73.07
86215	70.02	-76.89	69.20
86216	-9.37	30.72	72.61
86217	-71.18	-33.71	70.55
86218	-22.83	82.38	76.06
86219	87.40	58.93	71.76
86220	8.82	-43.46	72.77
86221	51.28	93.04	71.69
86222	90.35	31.74	70.08
86223	33.91	37.38	72.45
86224	46.42	-96.56	73.19
86225	-97.94	9.77	76.60
86226	30.25	-77.16	72.06
86227	47.05	-53.04	74.97
86228	40.80	-64.83	70.95
86229	-47.25	-51.65	74.07
